year;number;content;answer;tags
2007;8;"In trapezoid <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/f/9/e/f9efaf9474c5658c4089523e2aff4e11488f8603.png"" class=""latex"" alt=""$ABCD$"" width=""57"" height=""13"">,</span> <img src=""//latex.artofproblemsolving.com/b/c/5/bc56862b1fdb71204894da278e42ef75de73a40b.png"" class=""latex"" alt=""$AD$"" width=""28"" height=""13""> is perpendicular to <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/2/7/e/27e525b776c49bbe7d0ae66cfc7ab8f58f40624e.png"" class=""latex"" alt=""$DC$"" width=""29"" height=""12"">,</span> <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/3/3/f/33fd9c273617e3e683b2bcdd45013ba2dfaeedc4.png"" class=""latex"" alt=""$AD=AB=3$"" width=""114"" height=""13"">,</span> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/8/6/e/86e39d17e7b506d46e8a2cd6c66ea680487794de.png"" class=""latex"" alt=""$DC=6$"" width=""62"" height=""12"">.</span> In addition, E is on <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/2/7/e/27e525b776c49bbe7d0ae66cfc7ab8f58f40624e.png"" class=""latex"" alt=""$DC$"" width=""29"" height=""12"">,</span> and <img src=""//latex.artofproblemsolving.com/a/7/b/a7baf95ecafc2d7791788ec79aeeae390d60b119.png"" class=""latex"" alt=""$BE$"" width=""28"" height=""12""> is parallel to <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/b/c/5/bc56862b1fdb71204894da278e42ef75de73a40b.png"" class=""latex"" alt=""$AD$"" width=""28"" height=""13"">.</span> Find the area of <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/4/d/c/4dcf13838a8e305b5d6da15d46322aaa1f7a94d5.png"" class=""latex"" alt=""$\Delta BEC$"" width=""58"" height=""13"">.</span><br> <br> <img src=""//latex.artofproblemsolving.com/b/4/e/b4ebd938ad5c620ff045bf0311f56ffd33605c3b.png"" class=""asy-image"" width=""252"" height=""145"" alt=""[asy] defaultpen(linewidth(0.7)); pair A=(0,3), B=(3,3), C=(6,0), D=origin, E=(3,0); draw(E--B--C--D--A--B); draw(rightanglemark(A, D, C)); label(&quot;$A$&quot;, A, NW); label(&quot;$B$&quot;, B, NW); label(&quot;$C$&quot;, C, SE); label(&quot;$D$&quot;, D, SW); label(&quot;$E$&quot;, E, NW); label(&quot;$3$&quot;, A--D, W); label(&quot;$3$&quot;, A--B, N); label(&quot;$6$&quot;, E, S);[/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/d/2/3/d23c82baff05277f1fb18b47394a306284893cec.png"" class=""latex"" alt=""$\textbf{(A)} \: 3\qquad \textbf{(B)} \: 4.5\qquad \textbf{(C)} \: 6\qquad \textbf{(D)} \: 9\qquad \textbf{(E)} \: 18\qquad $"" style=""vertical-align: -4px"" width=""364"" height=""17"">";B;geometry,trapezoid,parallelogram,rectangle
2007;9;"To complete the grid below, each of the digits 1 through 4 must occur once in each row and once in each column.  What number will occupy the lower right-hand square?<br> <img src=""//latex.artofproblemsolving.com/e/8/f/e8fbcbdae75f85d195791aa087f51a9644a0f56d.png"" class=""latexcenter"" alt=""\[ \begin{tabular}{|c|c|c|c|}\hline 1 &amp;  &amp; 2 &amp; \\ \hline 2 &amp; 3 &amp;  &amp; \\ \hline &amp; &amp;&amp;4\\ \hline  &amp;  &amp;&amp;\\ \hline\end{tabular} \]"" width=""114"" height=""83""><br> <img src=""//latex.artofproblemsolving.com/5/0/d/50d922cfbdea37bda78927b2177bc04f17e1e201.png"" class=""latex"" alt=""$\textbf{(A)}\ 1 \qquad \textbf{(B)}\ 2 \qquad \textbf{(C)}\ 3\qquad \textbf{(D)}\ 4\qquad \textbf{(E)}\ \text{cannot be determined}$"" style=""vertical-align: -4px"" width=""498"" height=""17"">";B;algebra,binomial theorem
2007;10;"For any positive integer <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8"">,</span> define <img src=""//latex.artofproblemsolving.com/f/4/1/f413c3ff7486b8b8d2ffb0d371589a265758c2ec.png"" class=""latex"" alt=""$\boxed{n}$"" style=""vertical-align: -5px"" width=""22"" height=""19""> to be the sum of the positive factors of <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/1/7/4/174fadd07fd54c9afe288e96558c92e0c1da733a.png"" class=""latex"" alt=""$n$"" width=""10"" height=""8"">.</span> For example, <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/4/d/4/4d4b83523fc9665d566cf0d543dc24aa33d03ee3.png"" class=""latex"" alt=""$\boxed{6} = 1 + 2 + 3 + 6 = 12$"" style=""vertical-align: -5px"" width=""189"" height=""23"">.</span><br> Find <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/e/3/8/e381e483e21566ebdac68e08350f41506cd57fc3.png"" class=""latex"" alt=""$\boxed{\boxed{11}}$"" style=""vertical-align: -11px"" width=""41"" height=""35"">.</span><br> <br> <img src=""//latex.artofproblemsolving.com/9/b/6/9b6ad9fb582721fd28a2ec97b748945e6988746c.png"" class=""latex"" alt=""$\textbf{(A)}\ 13 \qquad \textbf{(B)}\ 20 \qquad \textbf{(C)}\ 24 \qquad \textbf{(D)}\ 28 \qquad \textbf{(E)}\ 30$"" style=""vertical-align: -4px"" width=""394"" height=""17"">";D;
2007;11;"Tiles I, II, III and IV are translated so one tile coincides with each of the rectangles <img src=""//latex.artofproblemsolving.com/2/9/9/299ddf7c0f03ea46bf09f81f93adeea0756aa15c.png"" class=""latex"" alt=""$A, B, C$"" style=""vertical-align: -3px"" width=""58"" height=""16""> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12"">.</span> In the final arrangement, the two numbers on any side common to two adjacent tiles must be the same. Which of the tiles is translated to Rectangle <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/c/3/3/c3355896da590fc491a10150a50416687626d7cc.png"" class=""latex"" alt=""$C$"" width=""14"" height=""12"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/4/0/c/40cab1987bd9ea258e5d333a95e9db88781bd918.png"" class=""asy-image"" width=""668"" height=""322"" alt=""[asy] size(400); defaultpen(linewidth(0.8)); path p=origin--(8,0)--(8,6)--(0,6)--cycle; draw(p^^shift(8.5,0)*p^^shift(8.5,10)*p^^shift(0,10)*p); draw(shift(20,2)*p^^shift(28,2)*p^^shift(20,8)*p^^shift(28,8)*p); label(&quot;8&quot;, (4,6+10), S); label(&quot;6&quot;, (4+8.5,6+10), S); label(&quot;7&quot;, (4,6), S); label(&quot;2&quot;, (4+8.5,6), S);  label(&quot;I&quot;, (4,6+10), N); label(&quot;II&quot;, (4+8.5,6+10), N); label(&quot;III&quot;, (4,6), N); label(&quot;IV&quot;, (4+8.5,6), N);  label(&quot;3&quot;, (0,3+10), E); label(&quot;4&quot;, (0+8.5,3+10), E); label(&quot;1&quot;, (0,3), E); label(&quot;9&quot;, (0+8.5,3), E);  label(&quot;7&quot;, (4,10), N); label(&quot;2&quot;, (4+8.5,10), N); label(&quot;0&quot;, (4,0), N); label(&quot;6&quot;, (4+8.5,0), N);  label(&quot;9&quot;, (8,3+10), W); label(&quot;3&quot;, (8+8.5,3+10), W); label(&quot;5&quot;, (8,3), W); label(&quot;1&quot;, (8+8.5,3), W);  label(&quot;A&quot;, (24,10), N); label(&quot;B&quot;, (32,10), N); label(&quot;C&quot;, (24,4), N); label(&quot;D&quot;, (32,4), N); [/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/0/2/b/02b4705af8e0cf5f3bcb44b0d491491ff47103a7.png"" class=""latex"" alt=""$\mathrm{(A)}\ I \qquad \mathrm{(B)}\ II \qquad \mathrm{(C)}\ III \qquad \mathrm{(D)}\ IV \qquad \mathrm{(E)}\text{ cannot be determined}$"" style=""vertical-align: -4px"" width=""535"" height=""18"">";D;geometry,rectangle
2007;12;"A unit hexagon is composed of a regular haxagon of side length 1 and its equilateral triangular extensions, as shown in the diagram. What is the ratio of the area of the extensions to the area of the original hexagon?<br> <br> <img src=""//latex.artofproblemsolving.com/c/b/6/cb6bbe4b707a768581c4909aea556510129359e6.png"" class=""asy-image"" width=""218"" height=""252"" alt=""[asy] defaultpen(linewidth(0.7)); draw(polygon(3)); pair D=origin+1*dir(270), E=origin+1*dir(150), F=1*dir(30); draw(D--E--F--cycle);[/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/0/0/a/00ad49072ece490283f88304e2e6319bd61a793a.png"" class=""latex"" alt=""$\textbf{(A)}\: 1:1\qquad \textbf{(B)}\: 6:5\qquad \textbf{(C)}\: 3:2\qquad \textbf{(D)}\: 2:1\qquad \textbf{(E)}\: 3:1\qquad $"" style=""vertical-align: -4px"" width=""462"" height=""17"">";A;ratio,geometry
2007;13;"Sets A and B, shown in the venn diagram, have the same number of elements. Thier union has 2007 elements and their intersection has 1001 elements. Find the number of elements in A.<br> <br> <img src=""//latex.artofproblemsolving.com/b/f/d/bfdb09b66054973cff11a173317d646fe1d66de1.png"" class=""asy-image"" width=""252"" height=""192"" alt=""[asy] defaultpen(linewidth(0.7)); draw(Circle(origin, 5)); draw(Circle((5,0), 5)); label(&quot;$A$&quot;, (0,5), N); label(&quot;$B$&quot;, (5,5), N); label(&quot;$1001$&quot;, (2.5, -0.5), N);[/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/6/4/6/6469f47533e6448fe5363b683987337c51991374.png"" class=""latex"" alt=""$ \textbf{(A)}\: 503\qquad \textbf{(B)}\: 1006\qquad \textbf{(C)}\: 1504\qquad \textbf{(D)}\: 1507\qquad \textbf{(E)}\: 1510\qquad $"" style=""vertical-align: -4px"" width=""468"" height=""17"">";C;
2007;14;"The base of isosceles <img src=""//latex.artofproblemsolving.com/1/f/8/1f828f10cad9235a2c72c34369f5fd4a1179e579.png"" class=""latex"" alt=""$\triangle{ABC}$"" width=""58"" height=""13""> is <img src=""//latex.artofproblemsolving.com/e/2/9/e290f2cba0ba0e11c0b91630da15a408da2fcf1c.png"" class=""latex"" alt=""$24$"" style=""vertical-align: 0px"" width=""18"" height=""12""> and its area is <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/3/0/2/302e99c1c7cd91a6ae371139e5142ccef5977dca.png"" class=""latex"" alt=""$60$"" width=""17"" height=""12"">.</span> What is the length of one of the congruent sides?<br> <br> <img src=""//latex.artofproblemsolving.com/2/3/a/23a21ad91beb3f83e1e19ac493b36e73fadf5935.png"" class=""latex"" alt=""$\textbf{(A)}\ 5 \qquad \textbf{(B)}\ 8 \qquad \textbf{(C)}\ 13 \qquad \textbf{(D)}\ 14 \qquad \textbf{(E)}\ 18$"" style=""vertical-align: -4px"" width=""376"" height=""17"">";C;geometry,Pythagorean Theorem
2007;15;"Let <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/c/7/d/c7d457e388298246adb06c587bccd419ea67f7e8.png"" class=""latex"" alt=""$a$"" width=""9"" height=""8"">,</span> <img src=""//latex.artofproblemsolving.com/8/1/3/8136a7ef6a03334a7246df9097e5bcc31ba33fd2.png"" class=""latex"" alt=""$b$"" width=""8"" height=""12""> and <img src=""//latex.artofproblemsolving.com/3/3/7/3372c1cb6d68cf97c2d231acc0b47b95a9ed04cc.png"" class=""latex"" alt=""$c$"" width=""8"" height=""8""> be numbers with <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/6/d/b/6db1600435b04ba57839d3bfecd669fa3af058d0.png"" class=""latex"" alt=""$0 < a < b < c$"" style=""vertical-align: 0px"" width=""107"" height=""13"">.</span> Which of the following is impossible?<br> <br> <img src=""//latex.artofproblemsolving.com/b/d/a/bdab99dba45a47b1b6b82a1142b715308b70c7d6.png"" class=""latex"" alt=""$\textbf{(A)}\ a+c<b \qquad \textbf{(B)}\ a\cdot b<c \qquad \textbf{(C)}\ a+b<c \qquad \textbf{(D)}\ a\cdot c<b \qquad \textbf{(E)}\ \frac{b}{c}=a$"" style=""vertical-align: -12px"" width=""618"" height=""37"">";A;
2007;16;"Amanda Reckonwith draws five circles with radii 1, 2, 3, 4 and 5. Then for each circle she plots the point (C; A), where C is its circumference and A is its area. Which of the following could be her graph?<br> <br> <br> <img src=""//latex.artofproblemsolving.com/a/4/6/a46f6af01fcf3bb5f6cac2316bc4de9bb3906bec.png"" class=""latex"" alt=""$\textbf{(A)}$"" style=""vertical-align: -4px"" width=""28"" height=""17""><br> <img src=""//latex.artofproblemsolving.com/e/2/5/e25a080aa41c712ff89f7704ca26af49ea913d25.png"" class=""asy-image"" width=""125"" height=""125"" alt=""[asy] size(75); pair A= (1.5,1) , B= (3,3) , C= (4.5,6) , D= (6,10) , E= (7.5,15) ; draw((0,-1)--(0,16)); draw((-1,0)--(16,0)); dot(A^^B^^C^^D^^E);  label(&quot;$A$&quot;, (0,8), W); label(&quot;$C$&quot;, (8,0), S);[/asy]""><br> <img src=""//latex.artofproblemsolving.com/b/7/1/b7193f66028e13f331d53ff5e6942c4b05587465.png"" class=""latex"" alt=""$\textbf{(B)}$"" style=""vertical-align: -4px"" width=""27"" height=""17""><br> <img src=""//latex.artofproblemsolving.com/9/c/5/9c5af399eb0064fd71ca6dd69513be8d3e436fa3.png"" class=""asy-image"" width=""125"" height=""125"" alt=""[asy] size(75); pair A= (1.5,9) , B= (3,6) , C= (4.5,6) , D= (6,9) , E= (7.5,15) ; draw((0,-1)--(0,16)); draw((-1,0)--(16,0)); dot(A^^B^^C^^D^^E);  label(&quot;$A$&quot;, (0,8), W); label(&quot;$C$&quot;, (8,0), S);[/asy]""><br> <img src=""//latex.artofproblemsolving.com/1/6/9/169b8d69bd74a91e72ec43123070d770633a340a.png"" class=""latex"" alt=""$\textbf{(C)}$"" style=""vertical-align: -4px"" width=""27"" height=""17""><br> <img src=""//latex.artofproblemsolving.com/9/2/5/9253f28e00c118fb5e65273d3f1f712b4281668c.png"" class=""asy-image"" width=""125"" height=""125"" alt=""[asy] size(75); pair A= (1.5,2) , B= (3,6) , C= (4.5,8) , D= (6,6) , E= (7.5,2) ; draw((0,-1)--(0,16)); draw((-1,0)--(16,0)); dot(A^^B^^C^^D^^E);  label(&quot;$A$&quot;, (0,8), W); label(&quot;$C$&quot;, (8,0), S);[/asy]""><br> <img src=""//latex.artofproblemsolving.com/b/3/0/b305929a95b53f14a0ad53eba1d8560626e1f28b.png"" class=""latex"" alt=""$\textbf{(D)}$"" style=""vertical-align: -4px"" width=""28"" height=""17""><br> <img src=""//latex.artofproblemsolving.com/7/e/5/7e5a367987da6dbde6c635fddcb4bb913a01a22c.png"" class=""asy-image"" width=""125"" height=""125"" alt=""[asy] size(75); pair A= (1.5,2) , B= (3,5) , C= (4.5,8) , D= (6,11) , E= (7.5,14) ; draw((0,-1)--(0,16)); draw((-1,0)--(16,0)); dot(A^^B^^C^^D^^E);  label(&quot;$A$&quot;, (0,8), W); label(&quot;$C$&quot;, (8,0), S);[/asy]""><br> <img src=""//latex.artofproblemsolving.com/7/5/e/75e41e3cd48cee2c6866cfbb4386a8e99d3482f5.png"" class=""latex"" alt=""$\textbf{(E)}$"" style=""vertical-align: -4px"" width=""26"" height=""17""><br> <img src=""//latex.artofproblemsolving.com/d/5/7/d574a74815509d29a8181bb53e23e422aee0fa40.png"" class=""asy-image"" width=""125"" height=""125"" alt=""[asy] size(75); pair A= (1.5,15) , B= (3,10) , C= (4.5,6) , D= (6,3) , E= (7.5,1) ; draw((0,-1)--(0,16)); draw((-1,0)--(16,0)); dot(A^^B^^C^^D^^E);  label(&quot;$A$&quot;, (0,8), W); label(&quot;$C$&quot;, (8,0), S);[/asy]"">";A;
2007;17;"A mixture of 30 liters of paint is <img src=""//latex.artofproblemsolving.com/9/6/6/96633b73a86b9d9110e1ff824fce08def96ca296.png"" class=""latex"" alt=""$25\%$"" style=""vertical-align: -1px"" width=""32"" height=""14""> red tint, <img src=""//latex.artofproblemsolving.com/3/2/e/32e5939a7bdd847ec86582225cd653c240b4abce.png"" class=""latex"" alt=""$30\%$"" style=""vertical-align: -1px"" width=""32"" height=""14""> yellow tint, and <img src=""//latex.artofproblemsolving.com/0/0/8/00890d0beefe80ec2a7d63ca91aaa8b8056ba355.png"" class=""latex"" alt=""$45\%$"" style=""vertical-align: -1px"" width=""32"" height=""14""> water.  Five liters of yellow tint are added to the original mixture.  What is the percent of yellow tint that is the mixture?<br> <img src=""//latex.artofproblemsolving.com/7/1/7/717391cda1a0af5365ec8f88b83213f4d1d10697.png"" class=""latex"" alt=""$\textbf{(A)}\ 25 \qquad \textbf{(B)}\ 35 \qquad \textbf{(C)}\ 40\qquad \textbf{(D)}\ 45 \qquad \textbf{(E)}\ 50$"" style=""vertical-align: -4px"" width=""394"" height=""17"">";C;percent
2007;18;"The product of the two <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/a/3/1/a313bf06349648df7be807bee95b651604ce7a7e.png"" class=""latex"" alt=""$99$"" width=""17"" height=""12"">-</span>digit numbers<br> <br> <img src=""//latex.artofproblemsolving.com/1/1/3/113234bc33f995c0964a50ef7ad7bc3a116ccd5f.png"" class=""latex"" alt=""$303,030,303, . . . ,030,303$"" style=""vertical-align: -3px"" width=""191"" height=""16""> and <img src=""//latex.artofproblemsolving.com/2/a/f/2af8f178952137e4840c7d1c91eee9ec990dabdf.png"" class=""latex"" alt=""$505,050,505, . . . ,050,505$"" style=""vertical-align: -3px"" width=""191"" height=""16""><br> <br> has thousands digit <img src=""//latex.artofproblemsolving.com/0/1/9/019e9892786e493964e145e7c5cf7b700314e53b.png"" class=""latex"" alt=""$A$"" width=""13"" height=""13""> and units digit <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/f/f/5/ff5fb3d775862e2123b007eb4373ff6cc1a34d4e.png"" class=""latex"" alt=""$B$"" width=""14"" height=""12"">.</span> What is the sum of <img src=""//latex.artofproblemsolving.com/0/1/9/019e9892786e493964e145e7c5cf7b700314e53b.png"" class=""latex"" alt=""$A$"" width=""13"" height=""13""> and <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/f/f/5/ff5fb3d775862e2123b007eb4373ff6cc1a34d4e.png"" class=""latex"" alt=""$B$"" width=""14"" height=""12"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/9/9/7/997d0edcb3cd10a7c2a226bdf6cd12564ff9fce5.png"" class=""latex"" alt=""$\textbf{(A)}\ 3 \qquad \textbf{(B)}\ 5 \qquad \textbf{(C)}\ 6 \qquad \textbf{(D)}\ 8 \qquad \textbf{(E)}\ 10$"" style=""vertical-align: -4px"" width=""357"" height=""17"">";D;
2007;19;"Pick two consecutive positive integers whose sum is less than <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/e/5/9/e59e2c6e83eb78cca610a5fd4070ae01c8d4ae60.png"" class=""latex"" alt=""$100$"" style=""vertical-align: 0px"" width=""26"" height=""13"">.</span> Square both<br> of those integers and then find the difference of the squares. Which of the<br> following could be the difference?<br> <br> <img src=""//latex.artofproblemsolving.com/f/e/f/fefec59a61a49d2f59234af59d4224cb19b246c6.png"" class=""latex"" alt=""$\textbf{(A)}\ 2 \qquad \textbf{(B)}\ 64 \qquad \textbf{(C)}\ 79 \qquad \textbf{(D)}\ 96 \qquad \textbf{(E)}\ 131$"" style=""vertical-align: -4px"" width=""393"" height=""17"">";C;
2007;20;"Before district play, the Unicorns had won <img src=""//latex.artofproblemsolving.com/0/0/8/00890d0beefe80ec2a7d63ca91aaa8b8056ba355.png"" class=""latex"" alt=""$45\%$"" style=""vertical-align: -1px"" width=""32"" height=""14""> of their basketball games. During district play, they won six more games and lost two, to finish the season having won half their games. How many games did the Unicorns play in all?<br> <br> <img src=""//latex.artofproblemsolving.com/3/8/f/38f874ab7a97867c8fed259c62b9f187907ec567.png"" class=""latex"" alt=""$\textbf{(A)}\ 48 \qquad \textbf{(B)}\ 50 \qquad \textbf{(C)}\ 52 \qquad \textbf{(D)}\ 54 \qquad \textbf{(E)}\ 60$"" style=""vertical-align: -4px"" width=""394"" height=""17"">";A;
2007;21;"Two cards are dealt from a deck of four red cards labeled <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/0/1/9/019e9892786e493964e145e7c5cf7b700314e53b.png"" class=""latex"" alt=""$A$"" width=""13"" height=""13"">,</span> <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/f/f/5/ff5fb3d775862e2123b007eb4373ff6cc1a34d4e.png"" class=""latex"" alt=""$B$"" width=""14"" height=""12"">,</span> <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/c/3/3/c3355896da590fc491a10150a50416687626d7cc.png"" class=""latex"" alt=""$C$"" width=""14"" height=""12"">,</span> <img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12""> and four green cards labeled <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/0/1/9/019e9892786e493964e145e7c5cf7b700314e53b.png"" class=""latex"" alt=""$A$"" width=""13"" height=""13"">,</span> <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/f/f/5/ff5fb3d775862e2123b007eb4373ff6cc1a34d4e.png"" class=""latex"" alt=""$B$"" width=""14"" height=""12"">,</span> <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/c/3/3/c3355896da590fc491a10150a50416687626d7cc.png"" class=""latex"" alt=""$C$"" width=""14"" height=""12"">,</span> <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/9/f/f/9ffb448918db29f2a72f8f87f421b3b3cad18f95.png"" class=""latex"" alt=""$D$"" width=""15"" height=""12"">.</span> A winning pair is two of the same color or two of the same letter. What is the probability of drawing a winning pair?<br> <br> <img src=""//latex.artofproblemsolving.com/1/9/8/1982b60595b971b74db6234716131308a05d390b.png"" class=""latex"" alt=""$\textbf{(A)}\ \frac{2}{7} \qquad \textbf{(B)}\ \frac{3}{8} \qquad \textbf{(C)}\ \frac{1}{2} \qquad \textbf{(D)}\ \frac{4}{7} \qquad \textbf{(E)}\ \frac{5}{8}$"" style=""vertical-align: -12px"" width=""367"" height=""37"">";D;probability
2007;22;"A lemming sits at a corner of a square with side length <img src=""//latex.artofproblemsolving.com/f/c/6/fc606f7f1e530731ab4f1cc364c01dc64a4455ee.png"" class=""latex"" alt=""$10$"" style=""vertical-align: 0px"" width=""17"" height=""13""> meters. The lemming runs <img src=""//latex.artofproblemsolving.com/2/8/9/289c63acd7cba8f71fb16a51b9f703285b62de15.png"" class=""latex"" alt=""$6.2$"" width=""22"" height=""12""> meters along a diagonal toward the opposite corner. It stops, makes a <img src=""//latex.artofproblemsolving.com/6/a/7/6a7dfa8a2a90d521b2b03f5b82a1fb9f85dce88c.png"" class=""latex"" alt=""$90^{\circ}$"" width=""24"" height=""13""> right turn and runs <img src=""//latex.artofproblemsolving.com/4/1/c/41c544263a265ff15498ee45f7392c5f86c6d151.png"" class=""latex"" alt=""$2$"" width=""8"" height=""12""> more meters. A scientist measures the shortest distance between the lemming and each side of the square. What is the average of these four distances in meters?<br> <br> <img src=""//latex.artofproblemsolving.com/1/d/d/1dde680d4fbde5fb993cfa9454ce78c8c6b9f69c.png"" class=""latex"" alt=""$\textbf{(A)}\ 2 \qquad \textbf{(B)}\ 4.5 \qquad \textbf{(C)}\ 5 \qquad \textbf{(D)}\ 6.2 \qquad \textbf{(E)}\ 7$"" style=""vertical-align: -4px"" width=""377"" height=""17"">";C;
2007;23;"What is the area of the shaded pinwheel shown in the <img src=""//latex.artofproblemsolving.com/e/f/7/ef7fe7592026585cc36e4d7c6036f19fd8afdc29.png"" class=""latex"" alt=""$5\times 5$"" width=""40"" height=""12""> grid?<br> <br> <img src=""//latex.artofproblemsolving.com/f/c/c/fccd411afd0b28b0f07e081eeb90439e7ff3c2b9.png"" class=""asy-image"" width=""252"" height=""252"" alt=""[asy] filldraw((2.5,2.5)--(0,1)--(1,1)--(1,0)--(2.5,2.5)--(4,0)--(4,1)--(5,1)--(2.5,2.5)--(5,4)--(4,4)--(4,5)--(2.5,2.5)--(1,5)--(1,4)--(0,4)--cycle, gray, black); int i; for(i=0; i<6; i=i+1) { draw((i,0)--(i,5)); draw((0,i)--(5,i)); }[/asy]""><br> <br> <img src=""//latex.artofproblemsolving.com/e/5/4/e5492c8eb810801766c2f4ad97c686b6b7bf72cf.png"" class=""latex"" alt=""$\textbf{(A)}\: 4\qquad \textbf{(B)}\: 6\qquad \textbf{(C)}\: 8\qquad \textbf{(D)}\: 10\qquad \textbf{(E)}\: 12$"" style=""vertical-align: -4px"" width=""359"" height=""17"">";B;geometry
2007;24;"A bag contains four pieces of paper, each labeled with one of the digits <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/d/c/e/dce34f4dfb2406144304ad0d6106c5382ddd1446.png"" class=""latex"" alt=""$1$"" style=""vertical-align: 0px"" width=""8"" height=""12"">,</span> <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/4/1/c/41c544263a265ff15498ee45f7392c5f86c6d151.png"" class=""latex"" alt=""$2$"" width=""8"" height=""12"">,</span> <img src=""//latex.artofproblemsolving.com/7/c/d/7cde695f2e4542fd01f860a89189f47a27143b66.png"" class=""latex"" alt=""$3$"" width=""8"" height=""12""> or <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/c/7/c/c7cab1a05e1e0c1d51a6a219d96577a16b7abf9d.png"" class=""latex"" alt=""$4$"" style=""vertical-align: 0px"" width=""9"" height=""12"">,</span> with no repeats. Three of these pieces are drawn, one at a time without replacement, to construct a three-digit number. What is the probability that the three-digit number is a multiple of <span style=""white-space:nowrap;""><img src=""//latex.artofproblemsolving.com/7/c/d/7cde695f2e4542fd01f860a89189f47a27143b66.png"" class=""latex"" alt=""$3$"" width=""8"" height=""12"">?</span><br> <br> <img src=""//latex.artofproblemsolving.com/e/8/9/e8951c4ba7839bd52dc99fe5dee895d550e1ead5.png"" class=""latex"" alt=""$\textbf{(A)}\ \frac{1}{4} \qquad \textbf{(B)}\ \frac{1}{3} \qquad \textbf{(C)}\ \frac{1}{2} \qquad \textbf{(D)}\ \frac{2}{3} \qquad \textbf{(E)}\ \frac{3}{4}$"" style=""vertical-align: -13px"" width=""367"" height=""38"">";C;probability
